anger,disgust,fear,joy,sadness,surprise,time,system,video,video_emotion,video_gender
0.0863157,0.0196534,0.000892442,0.0142383,0.146703,0.0176861,231,crowdemotion_CNN,boredom_M,boredom,M
0.139943,0.0341601,0.00137601,0.0186098,0.163955,0.0185436,232,crowdemotion_CNN,boredom_M,boredom,M
0.100289,0.0326513,0.00156586,0.0189351,0.103926,0.0152994,233,crowdemotion_CNN,boredom_M,boredom,M
0.0792081,0.0113031,0.000471187,0.0081652,0.100682,0.00971851,234,crowdemotion_CNN,boredom_M,boredom,M
0.0792145,0.018164,0.000686959,0.0168183,0.0923082,0.0121706,235,crowdemotion_CNN,boredom_M,boredom,M
0.0981222,0.0226049,0.00160696,0.016197,0.133426,0.0168834,236,crowdemotion_CNN,boredom_M,boredom,M
0.114294,0.0287981,0.00102587,0.0316836,0.138783,0.0179003,237,crowdemotion_CNN,boredom_M,boredom,M
0.105261,0.0247054,0.00158799,0.0277906,0.126978,0.0146522,238,crowdemotion_CNN,boredom_M,boredom,M
0.0811654,0.016335,0.000807076,0.012656,0.0766099,0.00818247,239,crowdemotion_CNN,boredom_M,boredom,M
0.11382,0.0327689,0.000976021,0.0158339,0.0771554,0.0116747,240,crowdemotion_CNN,boredom_M,boredom,M
0.0986688,0.0313062,0.00181932,0.0292751,0.0912579,0.0118771,241,crowdemotion_CNN,boredom_M,boredom,M
0.132246,0.0277218,0.0013227,0.018921,0.117125,0.0117942,242,crowdemotion_CNN,boredom_M,boredom,M
0.11673,0.0303548,0.000901965,0.0193061,0.1026,0.0084096,243,crowdemotion_CNN,boredom_M,boredom,M
0.0713807,0.0197078,0.000999107,0.0160004,0.0792344,0.0087782,244,crowdemotion_CNN,boredom_M,boredom,M
0.108049,0.0389008,0.00138321,0.0225096,0.0845703,0.0114379,245,crowdemotion_CNN,boredom_M,boredom,M
0.0930378,0.0300299,0.000930624,0.0184037,0.094686,0.00862023,246,crowdemotion_CNN,boredom_M,boredom,M
0.0934134,0.0228826,0.0011576,0.0139303,0.14063,0.00802413,247,crowdemotion_CNN,boredom_M,boredom,M
0.0737665,0.0140773,0.00061346,0.0122001,0.073195,0.00813509,248,crowdemotion_CNN,boredom_M,boredom,M
0,0,0,0,0,0,1,crowdemotion_CNN,curiosity_F,curiosity,F
0,0,0,0,0,0,2,crowdemotion_CNN,curiosity_F,curiosity,F
0.184839,0.0562365,0.00325845,0.0591369,0.201805,0.0245091,3,crowdemotion_CNN,curiosity_F,curiosity,F
0.150348,0.0487954,0.00283356,0.0547286,0.166003,0.0260964,4,crowdemotion_CNN,curiosity_F,curiosity,F
0.110708,0.0524614,0.00200342,0.0179046,0.284307,0.0257614,5,crowdemotion_CNN,curiosity_F,curiosity,F
0.0896415,0.0705734,0.00143391,0.0227412,0.358968,0.0292148,6,crowdemotion_CNN,curiosity_F,curiosity,F
0.0559731,0.0494164,0.0028797,0.0466428,0.243731,0.0208413,7,crowdemotion_CNN,curiosity_F,curiosity,F
0.0757185,0.048253,0.00270727,0.036271,0.254073,0.0285672,8,crowdemotion_CNN,curiosity_F,curiosity,F
0.107944,0.0733195,0.00239953,0.0391315,0.230509,0.0316842,9,crowdemotion_CNN,curiosity_F,curiosity,F
0.097859,0.0816495,0.0043612,0.0689083,0.298569,0.0302903,10,crowdemotion_CNN,curiosity_F,curiosity,F
0.130793,0.060481,0.00329319,0.0647597,0.182088,0.0232624,11,crowdemotion_CNN,curiosity_F,curiosity,F
0.12838,0.053752,0.00365341,0.0623836,0.169543,0.0192217,12,crowdemotion_CNN,curiosity_F,curiosity,F
0.154027,0.104917,0.00364632,0.0892782,0.16272,0.0302348,13,crowdemotion_CNN,curiosity_F,curiosity,F
0.107262,0.0719185,0.00250193,0.0637466,0.205448,0.0260517,14,crowdemotion_CNN,curiosity_F,curiosity,F
0.136647,0.076764,0.00388686,0.0771986,0.181149,0.0237277,15,crowdemotion_CNN,curiosity_F,curiosity,F
0.0995469,0.0640165,0.00531914,0.0646778,0.272396,0.0266159,16,crowdemotion_CNN,curiosity_F,curiosity,F
0.128928,0.0676335,0.00471268,0.0993137,0.196532,0.0252039,17,crowdemotion_CNN,curiosity_F,curiosity,F
0.12504,0.0552753,0.00416201,0.0859908,0.15558,0.0199855,18,crowdemotion_CNN,curiosity_F,curiosity,F
0.0981667,0.0865835,0.00489494,0.0787897,0.197169,0.0385057,19,crowdemotion_CNN,curiosity_F,curiosity,F
0.132069,0.0762334,0.00449296,0.0779625,0.180826,0.0269001,20,crowdemotion_CNN,curiosity_F,curiosity,F
0.0978972,0.0462831,0.0050454,0.0622865,0.275336,0.0216126,21,crowdemotion_CNN,curiosity_F,curiosity,F
0.131429,0.0663088,0.00401502,0.0702228,0.189851,0.0249952,22,crowdemotion_CNN,curiosity_F,curiosity,F
0.128374,0.0716549,0.00419263,0.0498162,0.23466,0.0287406,23,crowdemotion_CNN,curiosity_F,curiosity,F
0.17294,0.0624439,0.0025165,0.0495679,0.224459,0.0286039,24,crowdemotion_CNN,curiosity_F,curiosity,F
0.111049,0.0532713,0.00190498,0.040926,0.258268,0.0281851,25,crowdemotion_CNN,curiosity_F,curiosity,F
0.104104,0.0573262,0.002956,0.0559691,0.196554,0.0322123,26,crowdemotion_CNN,curiosity_F,curiosity,F
0.0974869,0.0633869,0.00351855,0.0742502,0.204989,0.034263,27,crowdemotion_CNN,curiosity_F,curiosity,F
0.131634,0.0311589,0.00253286,0.0272018,0.288229,0.0277428,28,crowdemotion_CNN,curiosity_F,curiosity,F
0.14051,0.035134,0.000850796,0.0111898,0.153847,0.0211829,29,crowdemotion_CNN,curiosity_F,curiosity,F
0.110047,0.0385847,0.00208696,0.0347914,0.19129,0.0161682,30,crowdemotion_CNN,curiosity_F,curiosity,F
0.10634,0.0511767,0.00191609,0.0487908,0.306475,0.0326509,31,crowdemotion_CNN,curiosity_F,curiosity,F
0.108904,0.0474178,0.00273523,0.0554244,0.220826,0.0203089,32,crowdemotion_CNN,curiosity_F,curiosity,F
0.11082,0.0576076,0.00317639,0.0589938,0.180478,0.0217362,33,crowdemotion_CNN,curiosity_F,curiosity,F
0.0928615,0.0549558,0.00171511,0.0369891,0.356146,0.0222705,34,crowdemotion_CNN,curiosity_F,curiosity,F
0.0903174,0.044007,0.0034382,0.039806,0.346653,0.0202952,35,crowdemotion_CNN,curiosity_F,curiosity,F
0.0537842,0.0252151,0.0026563,0.0284798,0.429111,0.012653,36,crowdemotion_CNN,curiosity_F,curiosity,F
0.0627512,0.0323576,0.00207001,0.0317883,0.322415,0.0315694,37,crowdemotion_CNN,curiosity_F,curiosity,F
0.119075,0.063939,0.00428834,0.0773177,0.268797,0.0349908,38,crowdemotion_CNN,curiosity_F,curiosity,F
0.108514,0.0322069,0.00231231,0.0283503,0.36227,0.0191042,39,crowdemotion_CNN,curiosity_F,curiosity,F
0.106372,0.0489261,0.00180818,0.0353586,0.209184,0.0270154,40,crowdemotion_CNN,curiosity_F,curiosity,F
0.125257,0.0921627,0.00243468,0.0780932,0.165388,0.025968,41,crowdemotion_CNN,curiosity_F,curiosity,F
0.159887,0.0825736,0.00446965,0.104647,0.174915,0.0212867,42,crowdemotion_CNN,curiosity_F,curiosity,F
0.147973,0.0504778,0.00273584,0.0529959,0.210528,0.0166829,43,crowdemotion_CNN,curiosity_F,curiosity,F
0.135544,0.0425108,0.00369316,0.0663824,0.181481,0.0178647,44,crowdemotion_CNN,curiosity_F,curiosity,F
0.140566,0.065094,0.00473926,0.068085,0.171323,0.0277087,45,crowdemotion_CNN,curiosity_F,curiosity,F
0.157269,0.0665812,0.00429346,0.0764938,0.174697,0.0215994,46,crowdemotion_CNN,curiosity_F,curiosity,F
0.138691,0.0517241,0.00322473,0.0484324,0.179367,0.0148898,47,crowdemotion_CNN,curiosity_F,curiosity,F
0.158049,0.0547587,0.00327435,0.0553945,0.152529,0.0153569,48,crowdemotion_CNN,curiosity_F,curiosity,F
0.189608,0.0680052,0.00295117,0.052752,0.183863,0.0214526,49,crowdemotion_CNN,curiosity_F,curiosity,F
0.205901,0.0740261,0.00329882,0.0578021,0.172205,0.0193968,50,crowdemotion_CNN,curiosity_F,curiosity,F
0.186743,0.0629144,0.00396708,0.0597479,0.165863,0.0172058,51,crowdemotion_CNN,curiosity_F,curiosity,F
0.221051,0.0753654,0.00375753,0.0713883,0.157018,0.0203136,52,crowdemotion_CNN,curiosity_F,curiosity,F
0.210508,0.0742641,0.00380819,0.0540154,0.152165,0.0162346,53,crowdemotion_CNN,curiosity_F,curiosity,F
0.174277,0.0705024,0.00458679,0.073815,0.14813,0.0148309,54,crowdemotion_CNN,curiosity_F,curiosity,F
0.165508,0.0586334,0.00366183,0.055391,0.210583,0.0205381,55,crowdemotion_CNN,curiosity_F,curiosity,F
0.192152,0.0725902,0.0040495,0.0700131,0.15796,0.0181416,56,crowdemotion_CNN,curiosity_F,curiosity,F
0.188788,0.0760606,0.00382955,0.059074,0.168699,0.0191627,57,crowdemotion_CNN,curiosity_F,curiosity,F
0.185552,0.0684958,0.00403434,0.0610682,0.160049,0.0176318,58,crowdemotion_CNN,curiosity_F,curiosity,F
0.179301,0.0683269,0.00273956,0.0397113,0.174049,0.0196187,59,crowdemotion_CNN,curiosity_F,curiosity,F
0.224125,0.074482,0.0040286,0.0623709,0.139744,0.0168043,60,crowdemotion_CNN,curiosity_F,curiosity,F
0.182268,0.0807902,0.00490942,0.102126,0.159033,0.0205378,61,crowdemotion_CNN,curiosity_F,curiosity,F
0.190805,0.0709184,0.00423815,0.0754999,0.164265,0.0202074,62,crowdemotion_CNN,curiosity_F,curiosity,F
0.189652,0.0657953,0.00411007,0.060168,0.169539,0.0181791,63,crowdemotion_CNN,curiosity_F,curiosity,F
0.160925,0.0796552,0.00390697,0.0966906,0.11985,0.0161126,64,crowdemotion_CNN,curiosity_F,curiosity,F
0.219738,0.0714748,0.00395577,0.082394,0.135905,0.0184662,65,crowdemotion_CNN,curiosity_F,curiosity,F
0.203525,0.0707312,0.00369696,0.0672591,0.137271,0.0175258,66,crowdemotion_CNN,curiosity_F,curiosity,F
0.184863,0.0772028,0.00336135,0.0574724,0.12341,0.0167537,67,crowdemotion_CNN,curiosity_F,curiosity,F
0.150458,0.071252,0.00428791,0.11787,0.11585,0.0149241,68,crowdemotion_CNN,curiosity_F,curiosity,F
0.179342,0.0637341,0.00271288,0.072703,0.178375,0.0177965,69,crowdemotion_CNN,curiosity_F,curiosity,F
0.187939,0.0749802,0.00390414,0.0809557,0.162202,0.0206077,70,crowdemotion_CNN,curiosity_F,curiosity,F
0.209186,0.0831516,0.00288114,0.0516995,0.129419,0.0140403,71,crowdemotion_CNN,curiosity_F,curiosity,F
0.194684,0.0832378,0.00388325,0.0713538,0.130008,0.0168673,72,crowdemotion_CNN,curiosity_F,curiosity,F
0.194925,0.0773748,0.00299994,0.0801774,0.143878,0.0160756,73,crowdemotion_CNN,curiosity_F,curiosity,F
0.191534,0.0869587,0.00485864,0.121184,0.116879,0.0157618,74,crowdemotion_CNN,curiosity_F,curiosity,F
0.203262,0.0578803,0.00385222,0.0676037,0.18226,0.015587,75,crowdemotion_CNN,curiosity_F,curiosity,F
0.201281,0.0787915,0.00495266,0.105951,0.147314,0.0161701,76,crowdemotion_CNN,curiosity_F,curiosity,F
0.181395,0.0757529,0.00455844,0.0783686,0.189895,0.0255571,77,crowdemotion_CNN,curiosity_F,curiosity,F
0.14475,0.0728473,0.00500472,0.0854252,0.174185,0.0225097,78,crowdemotion_CNN,curiosity_F,curiosity,F
0.154755,0.0551547,0.0049175,0.0742011,0.22052,0.0244156,79,crowdemotion_CNN,curiosity_F,curiosity,F
0.168313,0.0602522,0.00384576,0.0618268,0.214605,0.0253515,80,crowdemotion_CNN,curiosity_F,curiosity,F
0.155433,0.0669756,0.00399439,0.0660942,0.19274,0.0271235,81,crowdemotion_CNN,curiosity_F,curiosity,F
0.13711,0.06262,0.00320755,0.0702881,0.16274,0.0180098,82,crowdemotion_CNN,curiosity_F,curiosity,F
0.145957,0.0571833,0.00368146,0.0653567,0.179415,0.017133,83,crowdemotion_CNN,curiosity_F,curiosity,F
0.164786,0.0723733,0.00363379,0.0572602,0.209336,0.0208321,84,crowdemotion_CNN,curiosity_F,curiosity,F
0.189431,0.0669704,0.00458075,0.0785086,0.176413,0.0187456,85,crowdemotion_CNN,curiosity_F,curiosity,F
0.17955,0.0639252,0.00357418,0.0722223,0.167711,0.0135137,86,crowdemotion_CNN,curiosity_F,curiosity,F
0.17448,0.0682127,0.0039413,0.0746235,0.162115,0.017635,87,crowdemotion_CNN,curiosity_F,curiosity,F
0.211528,0.0849418,0.00355931,0.108707,0.131344,0.0181038,88,crowdemotion_CNN,curiosity_F,curiosity,F
0.20114,0.0594469,0.00344934,0.0724078,0.153566,0.0200783,89,crowdemotion_CNN,curiosity_F,curiosity,F
0.183716,0.0726983,0.00386783,0.0904941,0.145274,0.021643,90,crowdemotion_CNN,curiosity_F,curiosity,F
0.179468,0.078084,0.0044218,0.0808891,0.138613,0.0251076,91,crowdemotion_CNN,curiosity_F,curiosity,F
0.204632,0.0730805,0.00542051,0.1482,0.11651,0.0170961,92,crowdemotion_CNN,curiosity_F,curiosity,F
0.215234,0.0810879,0.00345676,0.0676681,0.156616,0.0236623,93,crowdemotion_CNN,curiosity_F,curiosity,F
0.181978,0.0767269,0.0026077,0.0489844,0.164986,0.0276102,94,crowdemotion_CNN,curiosity_F,curiosity,F
0.153684,0.0949999,0.00329052,0.107641,0.123353,0.0183063,95,crowdemotion_CNN,curiosity_F,curiosity,F
0.236622,0.0849208,0.00364238,0.102629,0.137713,0.0234861,96,crowdemotion_CNN,curiosity_F,curiosity,F
0.231273,0.10186,0.00446398,0.163349,0.0992713,0.0136869,97,crowdemotion_CNN,curiosity_F,curiosity,F
0.184901,0.078424,0.00391587,0.083954,0.163252,0.0161225,98,crowdemotion_CNN,curiosity_F,curiosity,F
0.20109,0.0752704,0.00419412,0.0718372,0.17722,0.0223729,99,crowdemotion_CNN,curiosity_F,curiosity,F
0.191653,0.0702234,0.00371576,0.061457,0.188004,0.0267874,100,crowdemotion_CNN,curiosity_F,curiosity,F
0.168342,0.0565497,0.0034123,0.0467993,0.177082,0.016308,101,crowdemotion_CNN,curiosity_F,curiosity,F
0.187514,0.0837844,0.00445016,0.0975951,0.124762,0.0224665,102,crowdemotion_CNN,curiosity_F,curiosity,F
0.177534,0.0822948,0.00537747,0.100864,0.15765,0.0221813,103,crowdemotion_CNN,curiosity_F,curiosity,F
0.167678,0.0761012,0.00559096,0.0809206,0.20602,0.0260052,104,crowdemotion_CNN,curiosity_F,curiosity,F
0.170045,0.081892,0.00592268,0.0698186,0.19554,0.0251446,105,crowdemotion_CNN,curiosity_F,curiosity,F
0.163773,0.074783,0.00454658,0.0717206,0.216022,0.0265132,106,crowdemotion_CNN,curiosity_F,curiosity,F
0.156123,0.0511459,0.00499481,0.0737679,0.270522,0.0287837,107,crowdemotion_CNN,curiosity_F,curiosity,F
0.170794,0.0627375,0.00244396,0.0435123,0.204923,0.035931,108,crowdemotion_CNN,curiosity_F,curiosity,F
0.152748,0.0541171,0.0035537,0.0608181,0.214957,0.0275511,109,crowdemotion_CNN,curiosity_F,curiosity,F
0.151157,0.0533666,0.00489008,0.0833262,0.172988,0.0167922,110,crowdemotion_CNN,curiosity_F,curiosity,F
0.155611,0.0661778,0.00407979,0.0666171,0.15696,0.0204095,111,crowdemotion_CNN,curiosity_F,curiosity,F
0.145251,0.077921,0.0039154,0.0833233,0.173447,0.0312082,112,crowdemotion_CNN,curiosity_F,curiosity,F
0.176757,0.0652049,0.00315905,0.0533031,0.175255,0.0277605,113,crowdemotion_CNN,curiosity_F,curiosity,F
0.158434,0.059493,0.00336812,0.0479386,0.201888,0.0264317,114,crowdemotion_CNN,curiosity_F,curiosity,F
0.15978,0.063598,0.00445514,0.0656577,0.197797,0.0233796,115,crowdemotion_CNN,curiosity_F,curiosity,F
0.16652,0.0675823,0.00416892,0.0689543,0.199691,0.0288617,116,crowdemotion_CNN,curiosity_F,curiosity,F
0.14998,0.0533112,0.00492423,0.0760227,0.208397,0.0255755,117,crowdemotion_CNN,curiosity_F,curiosity,F
0.157596,0.0701429,0.00449496,0.0645606,0.191273,0.0248652,118,crowdemotion_CNN,curiosity_F,curiosity,F
0.187502,0.0634393,0.00415805,0.0844368,0.148122,0.0238945,119,crowdemotion_CNN,curiosity_F,curiosity,F
0.150589,0.0602948,0.00271327,0.050803,0.20955,0.0283947,120,crowdemotion_CNN,curiosity_F,curiosity,F
0.149171,0.0539913,0.00451652,0.0758901,0.17904,0.0239855,121,crowdemotion_CNN,curiosity_F,curiosity,F
0.157795,0.0647186,0.00527731,0.06236,0.235024,0.0327017,122,crowdemotion_CNN,curiosity_F,curiosity,F
0.160466,0.0481462,0.00231702,0.0370278,0.219256,0.0324374,123,crowdemotion_CNN,curiosity_F,curiosity,F
0.140988,0.0558941,0.00275792,0.0485474,0.219532,0.0283927,124,crowdemotion_CNN,curiosity_F,curiosity,F
0.163383,0.0584948,0.00416726,0.0736467,0.214724,0.0275413,125,crowdemotion_CNN,curiosity_F,curiosity,F
0.191812,0.0718552,0.00286988,0.0566186,0.175892,0.0331724,126,crowdemotion_CNN,curiosity_F,curiosity,F
0.148187,0.0624872,0.00403745,0.0607083,0.217305,0.0283946,127,crowdemotion_CNN,curiosity_F,curiosity,F
0.144168,0.0542736,0.00483408,0.0648632,0.23276,0.0209317,128,crowdemotion_CNN,curiosity_F,curiosity,F
0.163961,0.0490129,0.00327157,0.0612031,0.136544,0.0160926,129,crowdemotion_CNN,curiosity_F,curiosity,F
0.135564,0.0522499,0.00394399,0.0682698,0.226143,0.0262954,130,crowdemotion_CNN,curiosity_F,curiosity,F
0.156255,0.0486108,0.00411803,0.0698121,0.231706,0.0238536,131,crowdemotion_CNN,curiosity_F,curiosity,F
0.14246,0.0663051,0.00372194,0.0727484,0.171841,0.0247906,132,crowdemotion_CNN,curiosity_F,curiosity,F
0.158551,0.0723801,0.00504152,0.0766515,0.156162,0.0252266,133,crowdemotion_CNN,curiosity_F,curiosity,F
0.148457,0.0481381,0.00344387,0.0678923,0.201923,0.0233734,134,crowdemotion_CNN,curiosity_F,curiosity,F
0.148494,0.051024,0.00416117,0.0782053,0.215736,0.028133,135,crowdemotion_CNN,curiosity_F,curiosity,F
0.1584,0.053762,0.0037922,0.0503151,0.201731,0.0221404,136,crowdemotion_CNN,curiosity_F,curiosity,F
0.155626,0.0724032,0.00421183,0.074559,0.174415,0.0301826,137,crowdemotion_CNN,curiosity_F,curiosity,F
0.120699,0.0535378,0.00578747,0.0835298,0.244643,0.0308693,138,crowdemotion_CNN,curiosity_F,curiosity,F
0.147875,0.0792158,0.0053548,0.123279,0.149633,0.0337032,139,crowdemotion_CNN,curiosity_F,curiosity,F
0.173078,0.0706044,0.00444222,0.101798,0.162947,0.0223065,140,crowdemotion_CNN,curiosity_F,curiosity,F
0.18692,0.0723007,0.00483255,0.11466,0.159285,0.021449,141,crowdemotion_CNN,curiosity_F,curiosity,F
0.179271,0.0589299,0.0045376,0.0998358,0.160502,0.0207936,142,crowdemotion_CNN,curiosity_F,curiosity,F
0.151052,0.0771053,0.00505832,0.0920389,0.193006,0.0268351,143,crowdemotion_CNN,curiosity_F,curiosity,F
0.156845,0.0650062,0.00463112,0.0767476,0.178788,0.0240403,144,crowdemotion_CNN,curiosity_F,curiosity,F
0.162007,0.0709792,0.00565037,0.0832033,0.190071,0.0254874,145,crowdemotion_CNN,curiosity_F,curiosity,F
0.149862,0.108318,0.00651286,0.161996,0.172049,0.0301087,146,crowdemotion_CNN,curiosity_F,curiosity,F
0.0953785,0.0565714,0.00512239,0.0677022,0.236232,0.0298556,147,crowdemotion_CNN,curiosity_F,curiosity,F
0.12463,0.0720646,0.00600667,0.110554,0.255941,0.0312964,148,crowdemotion_CNN,curiosity_F,curiosity,F
0.149896,0.0770285,0.00530707,0.0768535,0.240341,0.0307229,149,crowdemotion_CNN,curiosity_F,curiosity,F
0.116912,0.0741361,0.00550322,0.06812,0.216164,0.029326,150,crowdemotion_CNN,curiosity_F,curiosity,F
0.160901,0.075692,0.00404208,0.0649103,0.292805,0.0441675,151,crowdemotion_CNN,curiosity_F,curiosity,F
0.125411,0.0601214,0.00336834,0.0517244,0.289319,0.0286898,152,crowdemotion_CNN,curiosity_F,curiosity,F
0.150943,0.0687127,0.00362716,0.0603486,0.235096,0.0253622,153,crowdemotion_CNN,curiosity_F,curiosity,F
0.152444,0.0667519,0.00536821,0.0975607,0.189301,0.0228159,154,crowdemotion_CNN,curiosity_F,curiosity,F
0.133759,0.0657452,0.00625859,0.0862444,0.202401,0.0254965,155,crowdemotion_CNN,curiosity_F,curiosity,F
0.139117,0.0737997,0.00537077,0.0988792,0.206698,0.0388522,156,crowdemotion_CNN,curiosity_F,curiosity,F
0.192372,0.0719472,0.00390857,0.077833,0.159353,0.0294533,157,crowdemotion_CNN,curiosity_F,curiosity,F
0.145116,0.05791,0.00376695,0.0576743,0.174122,0.0165807,158,crowdemotion_CNN,curiosity_F,curiosity,F
0.133034,0.0583731,0.00369404,0.0519576,0.182512,0.0172303,159,crowdemotion_CNN,curiosity_F,curiosity,F
0.150762,0.0657703,0.00414328,0.105195,0.146609,0.0203506,160,crowdemotion_CNN,curiosity_F,curiosity,F
0.170357,0.067401,0.00498682,0.0954978,0.178195,0.0276622,161,crowdemotion_CNN,curiosity_F,curiosity,F
0.12999,0.048443,0.00266921,0.032563,0.215219,0.0155538,162,crowdemotion_CNN,curiosity_F,curiosity,F
0.148075,0.0751235,0.00388972,0.0723432,0.152881,0.0267846,163,crowdemotion_CNN,curiosity_F,curiosity,F
0.166008,0.0748245,0.00357567,0.048533,0.283113,0.0193842,164,crowdemotion_CNN,curiosity_F,curiosity,F
0.157252,0.0547036,0.00318351,0.0360163,0.198777,0.0229267,165,crowdemotion_CNN,curiosity_F,curiosity,F
0.16935,0.0633752,0.00350158,0.0437717,0.236916,0.0309455,166,crowdemotion_CNN,curiosity_F,curiosity,F
0.180189,0.0719706,0.0035681,0.0650689,0.175444,0.0379186,167,crowdemotion_CNN,curiosity_F,curiosity,F
0.144928,0.0589434,0.00266575,0.0453125,0.154071,0.0205742,168,crowdemotion_CNN,curiosity_F,curiosity,F
0.172899,0.0568339,0.00311939,0.0560498,0.182324,0.0238833,169,crowdemotion_CNN,curiosity_F,curiosity,F
0.156122,0.0502192,0.00254946,0.0393465,0.245708,0.0122532,170,crowdemotion_CNN,curiosity_F,curiosity,F
0.124545,0.0453709,0.00333957,0.0536699,0.197021,0.0147233,171,crowdemotion_CNN,curiosity_F,curiosity,F
0.13111,0.0578779,0.00259819,0.0331077,0.180182,0.0137745,172,crowdemotion_CNN,curiosity_F,curiosity,F
0.170007,0.0709149,0.00354879,0.0632072,0.167772,0.0239961,173,crowdemotion_CNN,curiosity_F,curiosity,F
0.158887,0.0695504,0.00269871,0.0669826,0.178431,0.0231446,174,crowdemotion_CNN,curiosity_F,curiosity,F
0.111928,0.0414028,0.00491323,0.0732982,0.229001,0.0153824,175,crowdemotion_CNN,curiosity_F,curiosity,F
0.155807,0.0648614,0.00326382,0.0522911,0.16391,0.0210506,176,crowdemotion_CNN,curiosity_F,curiosity,F
0.143744,0.0508217,0.00402528,0.0358585,0.295686,0.0268599,177,crowdemotion_CNN,curiosity_F,curiosity,F
0.108306,0.0565299,0.0042163,0.046303,0.276654,0.0221421,178,crowdemotion_CNN,curiosity_F,curiosity,F
0.132122,0.0547627,0.00368667,0.0844401,0.298283,0.0385748,179,crowdemotion_CNN,curiosity_F,curiosity,F
0.123692,0.0542193,0.00369626,0.0647819,0.243387,0.0239212,180,crowdemotion_CNN,curiosity_F,curiosity,F
0.158859,0.0382192,0.00273567,0.041421,0.224356,0.0169404,181,crowdemotion_CNN,curiosity_F,curiosity,F
0.133152,0.0696778,0.00348099,0.062087,0.187114,0.0336308,182,crowdemotion_CNN,curiosity_F,curiosity,F
0.103179,0.0605405,0.00514694,0.0871265,0.215199,0.0347945,183,crowdemotion_CNN,curiosity_F,curiosity,F
0.12521,0.061099,0.00481471,0.0862881,0.202346,0.0299097,184,crowdemotion_CNN,curiosity_F,curiosity,F
0.110556,0.0606145,0.00464286,0.0799236,0.18493,0.029191,185,crowdemotion_CNN,curiosity_F,curiosity,F
0.128189,0.0614289,0.00464116,0.0723921,0.195772,0.0273756,186,crowdemotion_CNN,curiosity_F,curiosity,F
0.128375,0.0776163,0.00485682,0.0930214,0.172627,0.027183,187,crowdemotion_CNN,curiosity_F,curiosity,F
0.160462,0.0606135,0.00268324,0.0436167,0.204041,0.0206396,188,crowdemotion_CNN,curiosity_F,curiosity,F
0.182669,0.0558998,0.002476,0.0341082,0.229801,0.0189871,189,crowdemotion_CNN,curiosity_F,curiosity,F
0.106196,0.0391464,0.00403895,0.0500301,0.274654,0.0173235,190,crowdemotion_CNN,curiosity_F,curiosity,F
0.0991594,0.0475859,0.00513328,0.0573296,0.290737,0.0299836,191,crowdemotion_CNN,curiosity_F,curiosity,F
0.105453,0.0418564,0.00368443,0.0684968,0.177065,0.0200482,192,crowdemotion_CNN,curiosity_F,curiosity,F
0.176607,0.0748334,0.00396867,0.0842909,0.162207,0.0220745,193,crowdemotion_CNN,curiosity_F,curiosity,F
0.195483,0.0479008,0.00224913,0.047627,0.241617,0.0156805,194,crowdemotion_CNN,curiosity_F,curiosity,F
0.178659,0.0557592,0.00330122,0.059572,0.187656,0.0195474,195,crowdemotion_CNN,curiosity_F,curiosity,F
0.143015,0.050153,0.00224483,0.0548009,0.158716,0.0219387,196,crowdemotion_CNN,curiosity_F,curiosity,F
0.162986,0.0509019,0.00245297,0.0511627,0.180455,0.0175648,197,crowdemotion_CNN,curiosity_F,curiosity,F
0.104031,0.0488316,0.00266373,0.0370613,0.175218,0.0125051,198,crowdemotion_CNN,curiosity_F,curiosity,F
0.148538,0.0550036,0.00274629,0.0480415,0.204687,0.0153941,199,crowdemotion_CNN,curiosity_F,curiosity,F
0.125309,0.0417247,0.00285452,0.0546315,0.259499,0.0200041,200,crowdemotion_CNN,curiosity_F,curiosity,F
0.163512,0.0505202,0.00204655,0.0561424,0.184392,0.0135216,201,crowdemotion_CNN,curiosity_F,curiosity,F
0.176934,0.0565989,0.00364502,0.0762427,0.188795,0.0233671,202,crowdemotion_CNN,curiosity_F,curiosity,F
0.139169,0.0568674,0.00205287,0.0455319,0.163502,0.0205178,203,crowdemotion_CNN,curiosity_F,curiosity,F
0.161769,0.0584358,0.0020386,0.0508187,0.176561,0.0211233,204,crowdemotion_CNN,curiosity_F,curiosity,F
0.187235,0.0762986,0.00168344,0.0497694,0.157998,0.019711,205,crowdemotion_CNN,curiosity_F,curiosity,F
0.127899,0.0409034,0.00203684,0.0393664,0.210298,0.0150869,206,crowdemotion_CNN,curiosity_F,curiosity,F
0.126924,0.0434396,0.00255127,0.0528556,0.187533,0.0160132,207,crowdemotion_CNN,curiosity_F,curiosity,F
0.1426,0.0442683,0.00237011,0.0537413,0.188571,0.0185921,208,crowdemotion_CNN,curiosity_F,curiosity,F
0.125235,0.0397568,0.00278081,0.0465746,0.175462,0.0136163,209,crowdemotion_CNN,curiosity_F,curiosity,F
0.109261,0.0540914,0.00434131,0.0520634,0.221941,0.0216907,210,crowdemotion_CNN,curiosity_F,curiosity,F
0.121277,0.0649805,0.00469573,0.0675467,0.181812,0.0206646,211,crowdemotion_CNN,curiosity_F,curiosity,F
0.0975219,0.0412884,0.00373961,0.0436455,0.155033,0.0141065,212,crowdemotion_CNN,curiosity_F,curiosity,F
0.179918,0.0631666,0.0024076,0.0638504,0.146321,0.01894,213,crowdemotion_CNN,curiosity_F,curiosity,F
