UniqueID,DayNumber,title,rank,newsSource,URLs,Date,Filename,Seg,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,Iself,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct,Polarity
7367,2,Oscars 2015: As it happened,2,BBCNews,http://www.bbc.co.uk/news/live/entertainment-arts-31557571,23/02/2015,headlinekxi.txt,1,5,5,20,60,20,40,20,0,0,0,0,0,0,20,0,20,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,40,0
7368,3,Anti-Semitic chanting before West Ham match probed,3,BBCNews,http://www.bbc.co.uk/news/uk-england-london-31586198,23/02/2015,headlinekxj.txt,1,8,8,25,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,25,0,0,0,0,25,0
7369,4,Conservatives suspend Sir Malcolm Rifkind after 'sting',4,BBCNews,http://www.bbc.co.uk/news/uk-politics-31589202,23/02/2015,headlinekxk.txt,1,7,7,57.14,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,0
7370,5,Oscars 2015: Eddie Redmayne wins best actor,5,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31580656,23/02/2015,headlinekxl.txt,1,7,7,14.29,42.86,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,28.57
7371,6,Chelsea fan sorry over Paris Metro incident,6,BBCNews,http://www.bbc.co.uk/news/uk-31575913,23/02/2015,headlinekxm.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,-14.29
7372,7,Syria girls: Trio 'not radicalised' at Bethnal Green Academy,7,BBCNews,http://www.bbc.co.uk/news/uk-31589762,23/02/2015,headlinekxn.txt,1,9,9,33.33,55.56,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,22.22,0,0,44.44,0
7373,8,UK Ebola medics under investigation,8,BBCNews,http://www.bbc.co.uk/news/health-31586074,23/02/2015,headlinekxo.txt,1,5,5,20,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0
7374,9,Entertainment Live: 23 February 2015,9,BBCNews,http://www.bbc.co.uk/news/live/entertainment-arts-31430673,23/02/2015,headlinekxp.txt,1,5,5,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,40,20
7375,10,Oscars review: New host misfires,10,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31583257,23/02/2015,headlinekxq.txt,1,5,5,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,40,0
7441,1,Politics Live - Rifkind quits as MP and committee chairman,1,BBCNews,http://www.bbc.co.uk/news/live/uk-politics-31590315,24/02/2015,headlinelae.txt,1,9,9,44.44,55.56,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,22.22,0
7442,2,Alan Barnes attack: Man pleads guilty,2,BBCNews,http://www.bbc.co.uk/news/uk-england-tyne-31602670,24/02/2015,headlinelaf.txt,1,6,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,33.33,0,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,-33.33
7443,3,'Nutella jar house blaze' kills Twickenham family's dog,3,BBCNews,http://www.bbc.co.uk/news/uk-england-london-31594956,24/02/2015,headlinelag.txt,1,8,8,37.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,37.5,0,0,50,-12.5
7444,4,Islamic State 'abducts dozens of Christians in Syria',4,BBCNews,http://www.bbc.co.uk/news/world-middle-east-31601451,24/02/2015,headlinelah.txt,1,8,8,37.5,75,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,0,37.5,0
7445,5,Canadian 'freezeway' could let residents skate to work,5,BBCNews,http://www.bbc.co.uk/news/magazine-31581592,24/02/2015,headlinelai.txt,1,8,8,37.5,87.5,0,37.5,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,0,37.5,0
7446,6,Sir Malcolm Rifkind steps down as security committee chairman and as an MP,6,BBCNews,http://www.bbc.co.uk/news/uk-politics-31603202,24/02/2015,headlinelaj.txt,1,13,13,38.46,76.92,0,38.46,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,23.08,0,0,0,0,7.69,0,0,7.69,7.69,7.69,0,0,0,0,23.08,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69
7447,7,Wonga to cut one-third of its workforce in restructuring,7,BBCNews,http://www.bbc.co.uk/news/business-31603152,24/02/2015,headlinelak.txt,1,10,10,30,80,0,60,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,10,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,20,-10
7448,8,Broadchurch stars to return for third series,8,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31600496,24/02/2015,headlinelal.txt,1,7,7,14.29,85.71,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
7449,9,Fuel price calculator: How much do you pay?,9,BBCNews,http://www.bbc.co.uk/news/business-21238363,24/02/2015,headlinelam.txt,1,8,8,12.5,75,0,50,12.5,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,25,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,37.5,0
7450,10,A new lease of life for Italy's aqua vitae?,10,BBCNews,http://www.bbc.co.uk/news/magazine-31585550,24/02/2015,headlinelan.txt,1,9,9,11.11,66.67,0,33.33,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,11.11,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,11.11,0,0,33.33,0
7516,1,'Nutella jar house blaze' kills Twickenham family's dog,1,BBCNews,http://www.bbc.co.uk/news/uk-england-london-31594956,24/02/2015,headlineldb.txt,1,8,8,37.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,37.5,0,0,50,-12.5
7517,2,Alan Barnes attack: Man pleads guilty,2,BBCNews,http://www.bbc.co.uk/news/uk-england-tyne-31602670,24/02/2015,headlineldc.txt,1,6,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,33.33,0,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,-33.33
7518,3,Election 2015: Green leader Bennett sorry for 'excruciating' interview,3,BBCNews,http://www.bbc.co.uk/news/uk-politics-31600324,24/02/2015,headlineldd.txt,1,9,9,44.44,66.67,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,22.22,0,22.22,0,0,0,11.11,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,22.22,0,0,44.44,-22.22
7519,4,Sir Malcolm Rifkind steps down as security committee chairman and as an MP,4,BBCNews,http://www.bbc.co.uk/news/uk-politics-31603202,24/02/2015,headlinelde.txt,1,13,13,38.46,76.92,0,38.46,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,23.08,0,0,0,0,7.69,0,0,7.69,7.69,7.69,0,0,0,0,23.08,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,15.38,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69
7520,5,'Gerbils replace rats' as main cause of Black Death,5,BBCNews,http://www.bbc.co.uk/news/science-environment-31588671,24/02/2015,headlineldf.txt,1,9,9,22.22,77.78,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,22.22,0,0,33.33,0
7521,6,Politics Live - Rifkind quits as MP and committee chairman,6,BBCNews,http://www.bbc.co.uk/news/live/uk-politics-31590315,24/02/2015,headlineldg.txt,1,9,9,44.44,55.56,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,22.22,0
7522,7,Greece debt crisis: Eurozone 'backs reform plans',7,BBCNews,http://www.bbc.co.uk/news/world-europe-31606986,24/02/2015,headlineldh.txt,1,7,7,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,28.57,0,0,57.14,0
7523,8,Government names firms flouting minimum wage,8,BBCNews,http://www.bbc.co.uk/news/business-31596323,24/02/2015,headlineldi.txt,1,6,6,50,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
7524,9,Islamic State 'abducts dozens of Christians in Syria',9,BBCNews,http://www.bbc.co.uk/news/world-middle-east-31601451,24/02/2015,headlineldj.txt,1,8,8,37.5,75,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,0,37.5,0
7525,10,Broadchurch stars to return for third series,10,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31600496,24/02/2015,headlineldk.txt,1,7,7,14.29,85.71,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
7591,1,IS militant 'Jihadi John' named as Mohammed Emwazi from London,1,BBCNews,http://www.bbc.co.uk/news/uk-31637090,26/02/2015,headlinelfy.txt,1,10,10,20,50,0,30,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,30,0
7592,2,Brit Awards 2015: Madonna falls off stage,2,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31633349,26/02/2015,headlinelfz.txt,1,7,7,14.29,57.14,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,14.29
7593,3,The girl who gets gifts from birds,3,BBCNews,http://www.bbc.co.uk/news/magazine-31604026,26/02/2015,headlinelga.txt,1,7,7,0,71.43,0,42.86,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,0,14.29,0,0,14.29,0,0,0,0,0,28.57,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
7594,4,Council orders that lollipop man must stop 'high-fiving' children,4,BBCNews,http://www.bbc.co.uk/news/uk-scotland-glasgow-west-31638993,26/02/2015,headlinelgb.txt,1,10,10,40,70,0,20,10,0,0,0,0,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,20,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,20,0,0,40,0
7595,5,Brit Awards 2015: As it happened,5,BBCNews,http://www.bbc.co.uk/news/live/entertainment-arts-31430677,26/02/2015,headlinelgc.txt,1,6,6,16.67,66.67,16.67,33.33,16.67,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,16.67
7596,6,Politics Live - Reaction to surge in net migration,6,BBCNews,http://www.bbc.co.uk/news/live/uk-politics-31631977,26/02/2015,headlinelgd.txt,1,8,8,37.5,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,25,0
7597,7,"No long-term future for BBC licence fee, MPs say",7,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31623659,26/02/2015,headlinelge.txt,1,10,10,20,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,30,0,0,30,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,20,0,0,0,0,30,0
7598,8,The art of falling over with dignity,8,BBCNews,http://www.bbc.co.uk/news/blogs-magazine-monitor-31640227,26/02/2015,headlinelgf.txt,1,7,7,28.57,100,0,57.14,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,14.29
7599,9,"Net migration up to 298,000 as Conservative target missed",9,BBCNews,http://www.bbc.co.uk/news/uk-politics-31638174,26/02/2015,headlinelgg.txt,1,9,9,33.33,55.56,11.11,33.33,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,33.33,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,22.22,-11.11
7600,10,Victoria Cross: L/Cpl Josh Leakey recognised for valour,10,BBCNews,http://www.bbc.co.uk/news/uk-31626357,26/02/2015,headlinelgh.txt,1,8,8,25,50,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,25,0
7666,1,Madonna 'suffered whiplash' after Brits fall,1,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31656354,27/02/2015,headlineliv.txt,1,6,6,50,50,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,0,0,50,-16.67
7667,2,'Jihadi John': Haines widow wants militant caught alive,2,BBCNews,http://www.bbc.co.uk/news/uk-31654630,27/02/2015,headlineliw.txt,1,8,8,12.5,50,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,25,0,0,50,0
7668,3,Labour to reveal funding plan to cut tuition fees,3,BBCNews,http://www.bbc.co.uk/news/education-31640592,27/02/2015,headlinelix.txt,1,9,9,22.22,100,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,33.33,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,-11.11
7669,4,Twitter captivated by Arizona llama drama,4,BBCNews,http://www.bbc.co.uk/news/blogs-trending-31653674,27/02/2015,headlineliy.txt,1,6,6,50,33.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
7670,5,MWC 2015: Are tablets falling out of favour?,5,BBCNews,http://www.bbc.co.uk/news/technology-31626055,27/02/2015,headlineliz.txt,1,8,8,25,62.5,12.5,37.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,25,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,37.5,12.5
7671,6,'Jihadi John' named as Mohammed Emwazi from London,6,BBCNews,http://www.bbc.co.uk/news/uk-31637090,27/02/2015,headlinelja.txt,1,8,8,12.5,50,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,0,37.5,0
7672,7,Lloyds Banking Group to resume dividend payments,7,BBCNews,http://www.bbc.co.uk/news/business-31655343,27/02/2015,headlineljb.txt,1,7,7,42.86,85.71,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,42.86,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
7673,8,Campaignspotting: The BBC's new US presidential blog,8,BBCNews,http://www.bbc.co.uk/news/magazine-31629863,27/02/2015,headlineljc.txt,1,7,7,28.57,71.43,0,28.57,14.29,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,42.86,0
7674,9,Brit Awards 2015: Madonna falls off stage,9,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31633349,27/02/2015,headlineljd.txt,1,7,7,14.29,57.14,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,14.29
7675,10,"Leukaemia mutations 'almost inevitable', researchers say",10,BBCNews,http://www.bbc.co.uk/news/health-31622341,27/02/2015,headlinelje.txt,1,6,6,66.67,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,33.33,0,0,66.67,0
7741,1,Gary Glitter jailed for 16 years,1,BBCNews,http://www.bbc.co.uk/news/uk-31657929,27/02/2015,headlinells.txt,1,6,6,16.67,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
7742,2,Optical illusion: Dress colour debate goes global,2,BBCNews,http://www.bbc.co.uk/news/uk-scotland-highlands-islands-31656935,27/02/2015,headlinellt.txt,1,7,7,28.57,42.86,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,0
7743,3,Madonna 'suffered whiplash' after Brits fall,3,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-31656354,27/02/2015,headlinellu.txt,1,6,6,50,50,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,0,0,50,-16.67
