UniqueID,DayNumber,title,rank,newsSource,URLs,Date,Filename,Seg,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,Iself,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct,Polarity
2806,1,Lost Beagle2 probe found 'intact' on Mars,1,BBCNews,http://www.bbc.co.uk/news/science-environment-30784886,16/01/2015,headlineedx.txt,1,7,7,14.29,42.86,0,14.29,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,-14.29
2807,2,Belgium Verviers plot 'aimed to kill police',2,BBCNews,http://www.bbc.co.uk/news/world-europe-30848946,16/01/2015,headlineedy.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,-14.29
2808,3,Pakistan clashes over Hebdo cartoon,3,BBCNews,http://www.bbc.co.uk/news/world-asia-30848689,16/01/2015,headlineedz.txt,1,5,5,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0
2809,4,Belgium anti-terror raid - as it happened,4,BBCNews,http://www.bbc.co.uk/news/live/30837881,16/01/2015,headlineeea.txt,1,7,7,42.86,57.14,0,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,42.86,0,0,0,0,42.86,-14.29
2810,5,Britain's oldest person dies aged 114,5,BBCNews,http://www.bbc.co.uk/news/uk-england-south-yorkshire-30845570,16/01/2015,headlineeeb.txt,1,6,6,16.67,66.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,33.33,0
2811,6,Why would anyone want an eyeball tattoo?,6,BBCNews,http://www.bbc.co.uk/news/magazine-30750361,16/01/2015,headlineeec.txt,1,7,7,14.29,85.71,0,42.86,14.29,0,0,0,0,0,0,14.29,14.29,28.57,14.29,0,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,57.14,0,14.29,28.57,14.29,0,0,0,0,14.29,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,28.57,0
2812,7,Paris attacks: Twelve suspects held overnight,7,BBCNews,http://www.bbc.co.uk/news/world-europe-30844878,16/01/2015,headlineeed.txt,1,6,6,50,66.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,-16.67
2813,8,NI weather causes further travel disruption,8,BBCNews,http://www.bbc.co.uk/news/uk-northern-ireland-30844680,16/01/2015,headlineeee.txt,1,6,6,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
2814,9,Keaton takes awards stage tumble,9,BBCNews,http://www.bbc.co.uk/news/entertainment-arts-30844953,16/01/2015,headlineeef.txt,1,5,5,0,60,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,20
2815,10,The 'shopping basket' through the ages,10,BBCNews,http://www.bbc.co.uk/news/magazine-30828142,16/01/2015,headlineeeg.txt,1,6,6,33.33,83.33,0,50,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,0,0,50,0
2891,1,Belgium anti-terror raid - as it happened,1,BBCNews,http://www.bbc.co.uk/news/live/30837881,16/01/2015,headlineehe.txt,1,7,7,42.86,57.14,0,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,42.86,0,0,0,0,42.86,-14.29
2892,2,Ched Evans: Probe ordered into victim identification,2,BBCNews,http://www.bbc.co.uk/news/uk-30851909,16/01/2015,headlineehf.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,28.57,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,-14.29
2893,3,Lost Beagle2 probe found 'intact' on Mars,3,BBCNews,http://www.bbc.co.uk/news/science-environment-30784886,16/01/2015,headlineehg.txt,1,7,7,14.29,42.86,0,14.29,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,-14.29
2894,4,Alpari UK currency broker folds over Swiss franc turmoil,4,BBCNews,http://www.bbc.co.uk/news/business-30846543,16/01/2015,headlineehh.txt,1,9,9,22.22,55.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,33.33,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,-11.11
2895,5,As it happened: France sieges end,5,BBCNews,http://www.bbc.co.uk/news/live/world-europe-30722098,16/01/2015,headlineehi.txt,1,6,6,16.67,66.67,0,33.33,16.67,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,0
2896,6,Pakistan clashes over Hebdo cartoon,6,BBCNews,http://www.bbc.co.uk/news/world-asia-30848689,16/01/2015,headlineehj.txt,1,5,5,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0
2897,7,Britain's oldest person dies aged 114,7,BBCNews,http://www.bbc.co.uk/news/uk-england-south-yorkshire-30845570,16/01/2015,headlineehk.txt,1,6,6,16.67,66.67,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,33.33,0
2898,8,Belgium Verviers plot 'aimed to kill police',8,BBCNews,http://www.bbc.co.uk/news/world-europe-30848946,16/01/2015,headlineehl.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,-14.29
2899,9,UK man arrested in connection with Sony and Xbox hack,9,BBCNews,http://www.bbc.co.uk/news/technology-30849172,16/01/2015,headlineehm.txt,1,10,10,20,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2900,10,Paris attacks: Twelve suspects held overnight,10,BBCNews,http://www.bbc.co.uk/news/world-europe-30844878,16/01/2015,headlineehn.txt,1,6,6,50,66.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,-16.67
2976,1,Belgium anti-terror raid - as it happened,1,BBCNews,http://www.bbc.co.uk/news/live/30837881,16/01/2015,headlineekl.txt,1,7,7,42.86,57.14,0,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,42.86,0,0,0,0,42.86,-14.29
2977,2,Lost Beagle2 probe found 'intact' on Mars,2,BBCNews,http://www.bbc.co.uk/news/science-environment-30784886,16/01/2015,headlineekm.txt,1,7,7,14.29,42.86,0,14.29,0,0,0,0,0,0,0,0,0,28.57,0,28.57,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,-14.29
2978,3,Britain's oldest person Ethel Lang dies aged 114,3,BBCNews,http://www.bbc.co.uk/news/uk-england-south-yorkshire-30845570,16/01/2015,headlineekn.txt,1,8,8,12.5,50,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,0,25,0
2979,4,Alpari UK currency broker folds over Swiss franc turmoil,4,BBCNews,http://www.bbc.co.uk/news/business-30846543,16/01/2015,headlineeko.txt,1,9,9,22.22,55.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,33.33,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,-11.11
2980,5,Ched Evans: Probe ordered into victim identification,5,BBCNews,http://www.bbc.co.uk/news/uk-30851909,16/01/2015,headlineekp.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,28.57,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,-14.29
2981,6,Pakistan clashes over Charlie Hebdo cartoon,6,BBCNews,http://www.bbc.co.uk/news/world-asia-30848689,16/01/2015,headlineekq.txt,1,6,6,66.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
2982,7,Belgium Verviers plot 'aimed to kill police',7,BBCNews,http://www.bbc.co.uk/news/world-europe-30848946,16/01/2015,headlineekr.txt,1,7,7,28.57,42.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,42.86,-14.29
2983,8,UK man arrested in connection with Sony and Xbox hack,8,BBCNews,http://www.bbc.co.uk/news/technology-30849172,16/01/2015,headlineeks.txt,1,10,10,20,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
2984,9,Paris attacks: Twelve suspects held overnight,9,BBCNews,http://www.bbc.co.uk/news/world-europe-30844878,16/01/2015,headlineekt.txt,1,6,6,50,66.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,-16.67
2985,10,Why would anyone want an eyeball tattoo?,10,BBCNews,http://www.bbc.co.uk/news/magazine-30750361,16/01/2015,headlineeku.txt,1,7,7,14.29,85.71,0,42.86,14.29,0,0,0,0,0,0,14.29,14.29,28.57,14.29,0,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,57.14,0,14.29,28.57,14.29,0,0,0,0,14.29,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,28.57,0
3061,1,Paris attacks: Gunman Said Kouachi given unmarked grave,1,BBCNews,http://www.bbc.co.uk/news/world-europe-30863985,17/01/2015,headlineens.txt,1,8,8,37.5,50,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,12.5,0,0,0,25,0,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,25,-25
3062,2,Channel Tunnel latest,2,BBCNews,http://www.bbc.co.uk/news/live/uk-30864181,17/01/2015,headlineent.txt,1,3,3,33.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,33.33,0
3063,3,Eurotunnel 'expects' to resume services later,3,BBCNews,http://www.bbc.co.uk/news/uk-30867007,17/01/2015,headlineenu.txt,1,6,6,50,83.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,33.33,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,0,0,50,0
3064,4,Charlie Hebdo: Niger protesters set churches on fire,4,BBCNews,http://www.bbc.co.uk/news/world-africa-30863159,17/01/2015,headlineenv.txt,1,8,8,37.5,50,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,25,0
3065,5,Glasgow bin lorry crash: 23 December,5,BBCNews,http://www.bbc.co.uk/news/live/uk-scotland-30534948,17/01/2015,headlineenw.txt,1,6,6,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,33.33,0
3066,6,Ed Miliband accuses David Cameron over pay rise plea,6,BBCNews,http://www.bbc.co.uk/news/uk-politics-30862112,17/01/2015,headlineenx.txt,1,9,9,33.33,33.33,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,11.11,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0
3067,7,Arrest after Rangers fans protest at Ibrox,7,BBCNews,http://www.bbc.co.uk/news/uk-scotland-glasgow-west-30866684,17/01/2015,headlineeny.txt,1,7,7,28.57,42.86,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,-14.29
3068,8,Lisburn accident: Name of man killed by falling tree released,8,BBCNews,http://www.bbc.co.uk/news/uk-northern-ireland-30864153,17/01/2015,headlineenz.txt,1,10,10,40,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,10,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,20,-10
3069,9,Firefighters tackle Peterhead fish factory blaze,9,BBCNews,http://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-30863570,17/01/2015,headlineeoa.txt,1,6,6,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0
3070,10,Warning of 'hazardous' conditions due to snow and ice,10,BBCNews,http://www.bbc.co.uk/news/uk-scotland-30862374,17/01/2015,headlineeob.txt,1,9,9,33.33,44.44,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,22.22,0,0,33.33,0
3146,1,"Torpoint boy, five, sent £15.95 party no-show invoice",1,BBCNews,http://www.bbc.co.uk/news/uk-england-cornwall-30876360,19/01/2015,headlineeqz.txt,1,9,9,33.33,66.67,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,11.11,0,33.33,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,22.22,0,0,0,0,55.56,11.11
3147,2,"Richest 1% to own more than rest of world, Oxfam says",2,BBCNews,http://www.bbc.co.uk/news/business-30875633,19/01/2015,headlineera.txt,1,11,11,9.09,81.82,0,54.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,27.27,0,0,9.09,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,18.18,9.09
3148,3,Temperature dips to -12C on coldest night of winter,3,BBCNews,http://www.bbc.co.uk/news/uk-scotland-30870799,19/01/2015,headlineerb.txt,1,9,9,22.22,66.67,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,33.33,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,22.22,0
3149,4,Why Finnish babies sleep in cardboard boxes,4,BBCNews,http://www.bbc.co.uk/news/magazine-22751415,19/01/2015,headlineerc.txt,1,7,7,28.57,57.14,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0
3150,5,Getting racists sacked: #FreeSpeechStories,5,BBCNews,http://www.bbc.co.uk/news/blogs-trending-30854477,19/01/2015,headlineerd.txt,1,4,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,50,0
3151,6,Simon de Montfort: The turning point for democracy that gets overlooked,6,BBCNews,http://www.bbc.co.uk/news/magazine-30849472,19/01/2015,headlineere.txt,1,11,11,36.36,45.45,0,27.27,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,18.18,0
3152,7,"New strategy to cut suicides 'achievable', says Clegg",7,BBCNews,http://www.bbc.co.uk/news/health-30857546,19/01/2015,headlineerf.txt,1,8,8,37.5,87.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,12.5,25,0,0,0,0,12.5,0,0,0,12.5,12.5,0,0,0,0,0,0,25,0,0,50,-12.5
3153,8,In Cold Blood - the book that changed me,8,BBCNews,http://www.bbc.co.uk/news/magazine-30846163,19/01/2015,headlineerg.txt,1,8,8,12.5,100,0,50,25,12.5,12.5,0,0,0,0,12.5,12.5,12.5,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,12.5,12.5,0,0,0,25,12.5,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,25,0
3154,9,"Newspaper headlines: Inequality, North-South divide and 'colder than Everest'",9,BBCNews,http://www.bbc.co.uk/news/blogs-the-papers-30875132,19/01/2015,headlineerh.txt,1,9,9,55.56,44.44,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,0,22.22,0,0,66.67,0
3155,10,"Tories committed to full employment, says David Cameron",10,BBCNews,http://www.bbc.co.uk/news/uk-politics-30875370,19/01/2015,headlineeri.txt,1,8,8,37.5,62.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,25,0
3231,1,Party invoice: Boy sent bill for birthday no-show,1,BBCNews,http://www.bbc.co.uk/news/uk-england-cornwall-30876360,19/01/2015,headlineeug.txt,1,9,9,33.33,88.89,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,11.11,0,0,0,33.33,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,0,0,22.22,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,22.22,0,0,0,0,33.33,11.11
